InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsIncomplete,NormalizedDescription,DescriptionLength
546408,22467,wrongly sold (22719) barcode,170,3/11/2011 16:25,0.0,,United Kingdom,True,wrongly sold (22719) barcode,28
546409,21833,damages,-110,3/11/2011 16:27,0.0,,United Kingdom,True,damages,7
C546948,S,SAMPLES,-1,3/18/2011 11:20,50.99,,United Kingdom,True,samples,7
C546948,S,SAMPLES,-1,3/18/2011 11:20,65.85,,United Kingdom,True,samples,7
547336,21689,wrong barcode,-323,3/22/2011 11:45,0.0,,United Kingdom,True,wrong barcode,13
547337,85025C,barcode problem,-230,3/22/2011 11:47,0.0,,United Kingdom,True,barcode problem,15
547339,84406B,?,-450,3/22/2011 11:51,0.0,,United Kingdom,True,?,1
547363,22459,?lost,-232,3/22/2011 12:33,0.0,,United Kingdom,True,?lost,5
547559,72759,thrown away-can't sell.,-524,3/23/2011 17:27,0.0,,United Kingdom,True,thrown away-can't sell.,23
547560,72732,thrown away-can't sell,-2472,3/23/2011 17:28,0.0,,United Kingdom,True,thrown away-can't sell,22
547950,35241,damages?,-40,3/28/2011 15:11,0.0,,United Kingdom,True,damages?,8
548381,22127,sold in set?,-690,3/30/2011 16:45,0.0,,United Kingdom,True,sold in set?,12
548620,84313B,Damaged,-32,4/1/2011 11:53,0.0,,United Kingdom,True,damaged,7
548999,84743C,damages,-26,4/5/2011 14:34,0.0,,United Kingdom,True,damages,7
549427,22797,damages,-12,4/8/2011 11:56,0.0,,United Kingdom,True,damages,7
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,4/8/2011 17:05,0.0,,United Kingdom,True,possible damages or lost?,25
549684,S,SAMPLES,1,4/11/2011 13:24,30.0,,United Kingdom,True,samples,7
549846,21100,Damaged,-6,4/12/2011 14:30,0.0,,United Kingdom,True,damaged,7
549935,35915C,damaged,-43,4/13/2011 11:16,0.0,,United Kingdom,True,damaged,7
549948,37488A,damaged,-1,4/13/2011 12:55,0.0,,United Kingdom,True,damaged,7
549950,37487B,Damaged,-6,4/13/2011 12:57,0.0,,United Kingdom,True,damaged,7
549952,37482P,Damaged,-93,4/13/2011 13:05,0.0,,United Kingdom,True,damaged,7
550153,85167B,DAMAGED,-1,4/14/2011 14:44,0.0,,United Kingdom,True,damaged,7
550908,20827,damages,-68,4/21/2011 12:39,0.0,,United Kingdom,True,damages,7
550922,22784,damages,-25,4/21/2011 14:29,0.0,,United Kingdom,True,damages,7
550954,47013A,damaged,-2,4/21/2011 16:18,0.0,,United Kingdom,True,damaged,7
551019,22467,wrong code?,-100,4/26/2011 11:19,0.0,,United Kingdom,True,wrong code?,11
551020,22719,wrong code,-110,4/26/2011 11:19,0.0,,United Kingdom,True,wrong code,10
551302,48189,damaged,-18,4/27/2011 14:55,0.0,,United Kingdom,True,damaged,7
551323,21398,damages,-9,4/27/2011 15:31,0.0,,United Kingdom,True,damages,7
551705,22655,damages/showroom etc,-11,5/3/2011 14:35,0.0,,United Kingdom,True,damages/showroom etc,20
551735,21656,samples,-19,5/4/2011 10:25,0.0,,United Kingdom,True,samples,7
551837,79164,damages/credits from ASOS.,-1512,5/4/2011 13:23,0.0,,United Kingdom,True,damages/credits from asos.,26
552331,22667,damaged,-30,5/9/2011 10:24,0.0,,United Kingdom,True,damaged,7
552733,23059,Thrown away-rusty,-2376,5/11/2011 10:48,0.0,,United Kingdom,True,thrown away-rusty,17
553147,84879,damaged,-160,5/13/2011 13:58,0.0,,United Kingdom,True,damaged,7
553396,22423,damages,-21,5/16/2011 16:48,0.0,,United Kingdom,True,damages,7
553398,37370,damages/dotcom?,-590,5/16/2011 17:07,0.0,,United Kingdom,True,damages/dotcom?,15
553400,20803,damages,-40,5/16/2011 17:09,0.0,,United Kingdom,True,damages,7
C553513,S,SAMPLES,-1,5/17/2011 13:58,9.99,,United Kingdom,True,samples,7
C553513,S,SAMPLES,-1,5/17/2011 13:58,103.58,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,2.98,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,5.0,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,16.0,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,86.99,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,15.5,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,76.0,,United Kingdom,True,samples,7
C553531,S,SAMPLES,-1,5/17/2011 15:09,87.01,,United Kingdom,True,samples,7
C553865,S,SAMPLES,-1,5/19/2011 14:10,16.5,,United Kingdom,True,samples,7
554128,84563A,damaged,-4,5/23/2011 9:26,0.0,,United Kingdom,True,damaged,7
554143,79030G,damages,-413,5/23/2011 10:40,0.0,,United Kingdom,True,damages,7
554144,79030D,damages,-664,5/23/2011 10:42,0.0,,United Kingdom,True,damages,7
554432,85132A,damaged,-97,5/24/2011 12:16,0.0,,United Kingdom,True,damaged,7
554852,21272,?,-212,5/27/2011 9:24,0.0,,United Kingdom,True,?,1
555330,84804A,wet damaged,-125,6/2/2011 11:11,0.0,,United Kingdom,True,wet damaged,11
555331,84800L,wet damaged,-144,6/2/2011 11:11,0.0,,United Kingdom,True,wet damaged,11
555332,84801A,wet damaged,-48,6/2/2011 11:11,0.0,,United Kingdom,True,wet damaged,11
555333,84805B,wet damaged,-96,6/2/2011 11:12,0.0,,United Kingdom,True,wet damaged,11
555334,84805A,wet damaged,-96,6/2/2011 11:12,0.0,,United Kingdom,True,wet damaged,11
555503,84313C,damaged,-1,6/3/2011 15:39,0.0,,United Kingdom,True,damaged,7
555505,79030G,Water damaged,-16,6/3/2011 15:48,0.0,,United Kingdom,True,water damaged,13
555506,21397,damaged,-57,6/3/2011 16:03,0.0,,United Kingdom,True,damaged,7
556122,85019C,Damaged,-108,6/9/2011 10:12,0.0,,United Kingdom,True,damaged,7
556123,22272,Damaged,-15,6/9/2011 10:13,0.0,,United Kingdom,True,damaged,7
556231,85123A,?,4000,6/9/2011 15:04,0.0,,United Kingdom,True,?,1
556299,21937,?,-161,6/10/2011 10:17,0.0,,United Kingdom,True,?,1
556301,22968,water damage,-50,6/10/2011 10:18,0.0,,United Kingdom,True,water damage,12
556687,23003,Printing smudges/thrown away,-9058,6/14/2011 10:36,0.0,,United Kingdom,True,printing smudges/thrown away,28
556690,23005,printing smudges/thrown away,-9600,6/14/2011 10:37,0.0,,United Kingdom,True,printing smudges/thrown away,28
556691,23005,printing smudges/thrown away,-9600,6/14/2011 10:37,0.0,,United Kingdom,True,printing smudges/thrown away,28
557035,82583,?,-220,6/16/2011 13:52,0.0,,United Kingdom,True,?,1
557036,20867,?,-271,6/16/2011 13:53,0.0,,United Kingdom,True,?,1
557108,23113,Damaged,-1440,6/16/2011 15:58,0.0,,United Kingdom,True,damaged,7
557390,21360,Show Samples,-4,6/20/2011 11:12,0.0,,United Kingdom,True,show samples,12
557417,84809B,damaged,-324,6/20/2011 11:51,0.0,,United Kingdom,True,damaged,7
557596,23114,Damaged,-1440,6/21/2011 11:33,0.0,,United Kingdom,True,damaged,7
557597,23115,Damaged,-1440,6/21/2011 11:33,0.0,,United Kingdom,True,damaged,7
557599,23116,Damaged,-1440,6/21/2011 11:34,0.0,,United Kingdom,True,damaged,7
557600,23117,Damaged,-1440,6/21/2011 11:35,0.0,,United Kingdom,True,damaged,7
557784,21421,damaged,-5,6/22/2011 15:49,0.0,,United Kingdom,True,damaged,7
558268,21351,damaged,-220,6/28/2011 10:17,0.0,,United Kingdom,True,damaged,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,4.95,,United Kingdom,True,samples,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,6.15,,United Kingdom,True,samples,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,3.59,,United Kingdom,True,samples,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,16.0,,United Kingdom,True,samples,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,14.92,,United Kingdom,True,samples,7
C558347,S,SAMPLES,-1,6/28/2011 14:47,9.9,,United Kingdom,True,samples,7
C558359,S,SAMPLES,-1,6/28/2011 15:10,570.0,,United Kingdom,True,samples,7
558457,21147,?,-95,6/29/2011 13:59,0.0,,United Kingdom,True,?,1
558476,84597B,damages,-6,6/29/2011 16:04,0.0,,United Kingdom,True,damages,7
558723,84865,damaged,-7,7/1/2011 14:28,0.0,,United Kingdom,True,damaged,7
558730,22060,damaged,-1,7/1/2011 14:51,0.0,,United Kingdom,True,damaged,7
559314,84584,?,-50,7/7/2011 13:51,0.0,,United Kingdom,True,?,1
559375,22051,?,-300,7/8/2011 10:37,0.0,,United Kingdom,True,?,1
559378,21781,damages?,-39,7/8/2011 10:40,0.0,,United Kingdom,True,damages?,8
559655,21166,?,-124,7/11/2011 12:57,0.0,,United Kingdom,True,?,1
559943,21578,?,-251,7/14/2011 10:21,0.0,,United Kingdom,True,?,1
560039,20713,wrongly marked. 23343 in box,-3100,7/14/2011 14:27,0.0,,United Kingdom,True,wrongly marked. 23343 in box,28
560717,84576,damaged,-3,7/20/2011 13:28,0.0,,United Kingdom,True,damaged,7
561103,85103,stock creditted wrongly,-32,7/25/2011 11:23,0.0,,United Kingdom,True,stock creditted wrongly,23
561326,21294,damaged,-227,7/26/2011 13:50,0.0,,United Kingdom,True,damaged,7
561665,22171,?,142,7/28/2011 16:55,0.0,,United Kingdom,True,?,1
561920,84352,Damages/samples,-52,8/1/2011 12:10,0.0,,United Kingdom,True,damages/samples,15
561927,22740,?,-1060,8/1/2011 12:49,0.0,,United Kingdom,True,?,1
562164,21257,?,-94,8/3/2011 12:08,0.0,,United Kingdom,True,?,1
562352,21735,damages,-59,8/4/2011 13:12,0.0,,United Kingdom,True,damages,7
562382,22927,?,-40,8/4/2011 15:36,0.0,,United Kingdom,True,?,1
562383,22523,?,-90,8/4/2011 15:37,0.0,,United Kingdom,True,?,1
562546,20694,?,-110,8/5/2011 15:46,0.0,,United Kingdom,True,?,1
C564486,S,SAMPLES,-1,8/25/2011 13:57,83.06,,United Kingdom,True,samples,7
C564486,S,SAMPLES,-1,8/25/2011 13:57,280.17,,United Kingdom,True,samples,7
C564486,S,SAMPLES,-1,8/25/2011 13:57,162.0,,United Kingdom,True,samples,7
C564492,S,SAMPLES,-1,8/25/2011 14:16,239.07,,United Kingdom,True,samples,7
C564492,S,SAMPLES,-1,8/25/2011 14:16,34.9,,United Kingdom,True,samples,7
564914,85132C,damages,-109,8/31/2011 12:40,0.0,,United Kingdom,True,damages,7
565288,23135,?,101,9/2/2011 11:43,0.0,,United Kingdom,True,?,1
565296,84929,code mix up? 84930,-967,9/2/2011 12:04,0.0,,United Kingdom,True,code mix up? 84930,18
565297,84877D,?,-203,9/2/2011 12:06,0.0,,United Kingdom,True,?,1
565302,21682,?display?,-156,9/2/2011 12:16,0.0,,United Kingdom,True,?display?,9
565307,21830,?,-443,9/2/2011 12:20,0.0,,United Kingdom,True,?,1
565310,21829,?missing,-1897,9/2/2011 12:26,0.0,,United Kingdom,True,?missing,8
565385,22435,?missing,-434,9/2/2011 15:46,0.0,,United Kingdom,True,?missing,8
566064,22355,test,1,9/8/2011 15:53,0.0,,United Kingdom,True,test,4
566449,20856,??,-140,9/12/2011 16:07,0.0,,United Kingdom,True,??,2
566573,22823,test,-22,9/13/2011 13:10,0.0,,United Kingdom,True,test,4
566574,22823,test,22,9/13/2011 13:14,0.0,,United Kingdom,True,test,4
566712,22030,??,-635,9/14/2011 12:04,0.0,,United Kingdom,True,??,2
567113,85215,Damaged,-29,9/16/2011 13:39,0.0,,United Kingdom,True,damaged,7
567125,21246,damaged,-2,9/16/2011 13:49,0.0,,United Kingdom,True,damaged,7
567127,85230E,Damaged,-48,9/16/2011 14:01,0.0,,United Kingdom,True,damaged,7
567131,21830,damaged,192,9/16/2011 14:13,0.0,,United Kingdom,True,damaged,7
567143,21179,damaged,-14,9/16/2011 15:02,0.0,,United Kingdom,True,damaged,7
567149,35607B,thrown away,-9,9/16/2011 15:29,0.0,,United Kingdom,True,thrown away,11
567150,35817P,thrown away,-44,9/16/2011 15:29,0.0,,United Kingdom,True,thrown away,11
567629,40016,?,-752,9/21/2011 13:21,0.0,,United Kingdom,True,?,1
567693,85199L,?,-250,9/21/2011 17:26,0.0,,United Kingdom,True,?,1
567918,79163,damaged,-1,9/22/2011 17:20,0.0,,United Kingdom,True,damaged,7
567921,21089,damaged,-7,9/22/2011 17:24,0.0,,United Kingdom,True,damaged,7
567923,37343,damaged,-2,9/22/2011 17:24,0.0,,United Kingdom,True,damaged,7
567925,84876D,damaged,-2,9/22/2011 17:26,0.0,,United Kingdom,True,damaged,7
567927,21654,Damaged,-3,9/22/2011 17:28,0.0,,United Kingdom,True,damaged,7
567931,84563B,damaged,-11,9/22/2011 17:38,0.0,,United Kingdom,True,damaged,7
568302,20700,?,-121,9/26/2011 12:46,0.0,,United Kingdom,True,?,1
568401,21394,damages,-35,9/27/2011 10:30,0.0,,United Kingdom,True,damages,7
568442,37327,damages,-131,9/27/2011 11:31,0.0,,United Kingdom,True,damages,7
568724,84816,damages,-21,9/28/2011 16:27,0.0,,United Kingdom,True,damages,7
569098,21098,damages?,-231,9/30/2011 12:09,0.0,,United Kingdom,True,damages?,8
569131,22927,damaged,-5,9/30/2011 13:49,0.0,,United Kingdom,True,damaged,7
569256,20774,damaged,-14,10/3/2011 11:15,0.0,,United Kingdom,True,damaged,7
569335,84660A,damaged,-15,10/3/2011 13:57,0.0,,United Kingdom,True,damaged,7
569341,82600,historic computer difference?....se,-458,10/3/2011 14:19,0.0,,United Kingdom,True,historic computer difference?....se,35
569830,23343,wrongly coded 20713,800,10/6/2011 12:38,0.0,,United Kingdom,True,wrongly coded 20713,19
569831,20713,wrongly coded-23343,-800,10/6/2011 12:38,0.0,,United Kingdom,True,wrongly coded-23343,19
569855,23412,?,-30,10/6/2011 14:27,0.0,,United Kingdom,True,?,1
569886,90191,??,-60,10/6/2011 15:24,0.0,,United Kingdom,True,??,2
570110,22570,?,-74,10/7/2011 12:27,0.0,,United Kingdom,True,?,1
570112,22569,?,-84,10/7/2011 12:29,0.0,,United Kingdom,True,?,1
570294,84249A,damaged,-25,10/10/2011 12:00,0.0,,United Kingdom,True,damaged,7
570440,21424,damages,-40,10/10/2011 14:31,0.0,,United Kingdom,True,damages,7
C570456,S,SAMPLES,-1,10/10/2011 15:38,98.18,,United Kingdom,True,samples,7
C570456,S,SAMPLES,-1,10/10/2011 15:38,4.88,,United Kingdom,True,samples,7
C570464,S,SAMPLES,-1,10/10/2011 16:01,47.98,,United Kingdom,True,samples,7
570599,84596G,??,-365,10/11/2011 12:00,0.0,,United Kingdom,True,??,2
570711,21622,damages,-45,10/12/2011 10:14,0.0,,United Kingdom,True,damages,7
570712,22121,?,-90,10/12/2011 10:15,0.0,,United Kingdom,True,?,1
571024,22812,?,-270,10/13/2011 12:18,0.0,,United Kingdom,True,?,1
571112,22637,damages,-65,10/13/2011 17:36,0.0,,United Kingdom,True,damages,7
571116,23131,?,-49,10/13/2011 17:46,0.0,,United Kingdom,True,?,1
571124,72802A,Wet pallet-thrown away,-306,10/14/2011 9:36,0.0,,United Kingdom,True,wet pallet-thrown away,22
571126,72802A,?,-50,10/14/2011 9:53,0.0,,United Kingdom,True,?,1
571254,23427,damaged,-2,10/14/2011 17:07,0.0,,United Kingdom,True,damaged,7
571458,21761,damaged,-2,10/17/2011 14:02,0.0,,United Kingdom,True,damaged,7
571459,20839,damages,-80,10/17/2011 14:03,0.0,,United Kingdom,True,damages,7
571686,22149,damages,-40,10/18/2011 14:22,0.0,,United Kingdom,True,damages,7
C572347,S,SAMPLES,-1,10/24/2011 11:03,33.05,,United Kingdom,True,samples,7
572468,72803A,damages,-160,10/24/2011 13:30,0.0,,United Kingdom,True,damages,7
572480,22049,damaged,-100,10/24/2011 13:44,0.0,,United Kingdom,True,damaged,7
572516,22336,damaged,-71,10/24/2011 14:45,0.0,,United Kingdom,True,damaged,7
572527,20984,damaged,-46,10/24/2011 15:35,0.0,,United Kingdom,True,damaged,7
572547,20713,wrongly marked 23343,200,10/24/2011 17:01,0.0,,United Kingdom,True,wrongly marked 23343,20
572548,23343,20713 wrongly marked,-200,10/24/2011 17:01,0.0,,United Kingdom,True,20713 wrongly marked,20
572557,22427,damages,-29,10/24/2011 17:44,0.0,,United Kingdom,True,damages,7
572684,23029,damages,-20,10/25/2011 14:00,0.0,,United Kingdom,True,damages,7
572685,23032,damages,-60,10/25/2011 14:01,0.0,,United Kingdom,True,damages,7
572687,20840,damages,-30,10/25/2011 14:05,0.0,,United Kingdom,True,damages,7
572690,21539,damages?,-111,10/25/2011 14:14,0.0,,United Kingdom,True,damages?,8
572702,37479P,??,-184,10/25/2011 14:33,0.0,,United Kingdom,True,??,2
572749,22572,??,-335,10/25/2011 16:52,0.0,,United Kingdom,True,??,2
572849,S,SAMPLES,1,10/26/2011 12:20,33.05,,United Kingdom,True,samples,7
572920,72803A,?,117,10/26/2011 16:52,0.0,,United Kingdom,True,?,1
572996,23462,damages,-34,10/27/2011 11:22,0.0,,United Kingdom,True,damages,7
573114,20713,wrongly coded 23343,1000,10/27/2011 15:36,0.0,,United Kingdom,True,wrongly coded 23343,19
573115,23343,wrongly coded 20713,-1000,10/27/2011 15:37,0.0,,United Kingdom,True,wrongly coded 20713,19
573118,85032D,damaged,-1,10/27/2011 16:19,0.0,,United Kingdom,True,damaged,7
573254,85135C,Damages,-49,10/28/2011 12:18,0.0,,United Kingdom,True,damages,7
573258,85136C,damages,-36,10/28/2011 12:19,0.0,,United Kingdom,True,damages,7
573259,85136A,damages,-77,10/28/2011 12:20,0.0,,United Kingdom,True,damages,7
573547,84818,damages,-70,10/31/2011 13:21,0.0,,United Kingdom,True,damages,7
573664,21192,wrongly marked,48,10/31/2011 16:07,0.0,,United Kingdom,True,wrongly marked,14
574198,21159,damaged,-40,11/3/2011 12:00,0.0,,United Kingdom,True,damaged,7
574757,72802C,damages,-54,11/7/2011 10:08,0.0,,United Kingdom,True,damages,7
574816,85036C,damages wax,-1560,11/7/2011 10:37,0.0,,United Kingdom,True,damages wax,11
574822,85036B,damages wax,-1284,11/7/2011 10:38,0.0,,United Kingdom,True,damages wax,11
574906,85034A,damaged,-81,11/7/2011 15:30,0.0,,United Kingdom,True,damaged,7
575048,84665,water damaged,-15,11/8/2011 12:12,0.0,,United Kingdom,True,water damaged,13
575615,82582,??,-130,11/10/2011 12:51,0.0,,United Kingdom,True,??,2
575721,22804,Wrongly mrked had 85123a in box,-256,11/10/2011 18:19,0.0,,United Kingdom,True,wrongly mrked had 85123a in box,31
575722,85123A,wrongly marked carton 22804,-256,11/10/2011 18:20,0.0,,United Kingdom,True,wrongly marked carton 22804,27
576185,22575,missing?,-130,11/14/2011 11:25,0.0,,United Kingdom,True,missing?,8
576250,71279,damages,-74,11/14/2011 13:50,0.0,,United Kingdom,True,damages,7
576366,23072,damages,-50,11/14/2011 18:30,0.0,,United Kingdom,True,damages,7
576367,23071,damages,-65,11/14/2011 18:31,0.0,,United Kingdom,True,damages,7
576674,21823,damaged,-6,11/16/2011 12:00,0.0,,United Kingdom,True,damaged,7
576765,22219,???lost,-550,11/16/2011 13:11,0.0,,United Kingdom,True,???lost,7
576843,10133,damaged,-82,11/16/2011 15:32,0.0,,United Kingdom,True,damaged,7
577122,23348,sold with wrong barcode,-57,11/17/2011 18:33,0.0,,United Kingdom,True,sold with wrong barcode,23
C577330,S,SAMPLES,-1,11/18/2011 14:16,2.89,,United Kingdom,True,samples,7
C577330,S,SAMPLES,-1,11/18/2011 14:16,75.0,,United Kingdom,True,samples,7
C577330,S,SAMPLES,-1,11/18/2011 14:16,5.99,,United Kingdom,True,samples,7
577787,23055,rusty thrown away,-398,11/21/2011 16:28,0.0,,United Kingdom,True,rusty thrown away,17
577959,85107,check?,374,11/22/2011 12:11,0.0,,United Kingdom,True,check?,6
577999,21018,damaged,-63,11/22/2011 12:29,0.0,,United Kingdom,True,damaged,7
578095,23397,damaged,-9,11/22/2011 17:25,0.0,,United Kingdom,True,damaged,7
578245,22568,?? missing,-170,11/23/2011 12:37,0.0,,United Kingdom,True,?? missing,10
578473,72807B,damages,-101,11/24/2011 12:43,0.0,,United Kingdom,True,damages,7
578474,72807A,damages,-56,11/24/2011 12:44,0.0,,United Kingdom,True,damages,7
578475,72807C,damages,-149,11/24/2011 12:44,0.0,,United Kingdom,True,damages,7
578476,72807B,????missing,-124,11/24/2011 12:45,0.0,,United Kingdom,True,????missing,11
578477,72807A,???missing,-224,11/24/2011 12:45,0.0,,United Kingdom,True,???missing,10
578478,72807C,???missing,-428,11/24/2011 12:45,0.0,,United Kingdom,True,???missing,10
578733,21643,damaged,-9,11/25/2011 11:32,0.0,,United Kingdom,True,damaged,7
579429,20711,lost in space,-98,11/29/2011 13:04,0.0,,United Kingdom,True,lost in space,13
579734,84859C,wet?,-153,11/30/2011 14:25,0.0,,United Kingdom,True,wet?,4
579742,85204,lost??,-1131,11/30/2011 14:34,0.0,,United Kingdom,True,lost??,6
